feature,coef,hazard_ratio,se(coef),p
credit_ord,0.20994630948442722,1.2336118249237658,0.028429742218371083,1.527493687073606e-13
interest_rate_clean,0.14937312807113118,1.161106149689905,0.08015448485888801,0.06238275433464679
rate_incentive_at_entry,0.1445676487469014,1.1555398631434695,0.15690542414039524,0.35685829016063153
is_cash_out,0.13207768910095086,1.1411969743903703,0.10454570110354355,0.2064638451571021
is_investment,0.1256927802478677,1.1339337479199862,0.1272698916643758,0.32334460101815826
log_original_balance,0.039675036337119586,1.040472603460417,0.08192637091407906,0.628189476734734
is_high_ops_servicer,0.005710714040484631,1.0057270512521532,0.09025073153213693,0.9495466494629524
dti_ord,-0.0008069108825575086,0.9991934145824823,0.03203558956424326,0.9799050470610517
ltv_ord,-0.0637412056480119,0.9382477813406702,0.035136330455990475,0.06966062932529592
