target,purged_time_split,loan_disjoint_time_split,random_row_split_unsound,random_split_inflation
next_3m_delinquency_flag,0.8944639825369878,0.8927836622723462,0.99076156524851,0.09629758271152222
next_6m_delinquency_flag,0.8823280449820752,0.8664091299298086,0.9966609868012872,0.11433294181921205
next_12m_default_flag,0.897427029575591,0.89053491206053,0.9966254559471208,0.09919842637152987
next_12m_prepayment_flag,0.6695840692018138,0.583378939900679,0.996643349835081,0.32705928063326717
