group,loan_age_months,survival,cumulative_event_prob,n_loans,events
700-739,47,0.9457439638715204,0.05425603612847962,3336,156
700-739,48,0.9442074180325734,0.05579258196742665,3336,156
700-739,49,0.94340452056826,0.05659547943174004,3336,156
700-739,50,0.94340452056826,0.05659547943174004,3336,156
700-739,51,0.94340452056826,0.05659547943174004,3336,156
700-739,52,0.94340452056826,0.05659547943174004,3336,156
700-739,53,0.94340452056826,0.05659547943174004,3336,156
700-739,54,0.94340452056826,0.05659547943174004,3336,156
700-739,55,0.94340452056826,0.05659547943174004,3336,156
700-739,56,0.94340452056826,0.05659547943174004,3336,156
700-739,57,0.94340452056826,0.05659547943174004,3336,156
700-739,58,0.9421032729536828,0.05789672704631721,3336,156
700-739,59,0.9406929387127342,0.059307061287265816,3336,156
700-739,60,0.9406929387127342,0.059307061287265816,3336,156
700-739,61,0.9390985439013569,0.06090145609864306,3336,156
700-739,62,0.9356774198798584,0.06432258012014158,3336,156
700-739,63,0.9356774198798584,0.06432258012014158,3336,156
700-739,64,0.9356774198798584,0.06432258012014158,3336,156
700-739,65,0.9356774198798584,0.06432258012014158,3336,156
700-739,66,0.9356774198798584,0.06432258012014158,3336,156
700-739,67,0.9356774198798584,0.06432258012014158,3336,156
700-739,68,0.9328675777781167,0.06713242222188331,3336,156
700-739,69,0.9328675777781167,0.06713242222188331,3336,156
700-739,70,0.9328675777781167,0.06713242222188331,3336,156
700-739,71,0.9328675777781167,0.06713242222188331,3336,156
700-739,72,0.9328675777781167,0.06713242222188331,3336,156
700-739,73,0.9282494214524821,0.07175057854751787,3336,156
700-739,74,0.9282494214524821,0.07175057854751787,3336,156
700-739,75,0.9282494214524821,0.07175057854751787,3336,156
700-739,76,0.9282494214524821,0.07175057854751787,3336,156
700-739,77,0.9282494214524821,0.07175057854751787,3336,156
700-739,78,0.9282494214524821,0.07175057854751787,3336,156
700-739,79,0.9282494214524821,0.07175057854751787,3336,156
700-739,80,0.9282494214524821,0.07175057854751787,3336,156
700-739,81,0.9282494214524821,0.07175057854751787,3336,156
700-739,82,0.9282494214524821,0.07175057854751787,3336,156
700-739,83,0.9282494214524821,0.07175057854751787,3336,156
700-739,84,0.9282494214524821,0.07175057854751787,3336,156
700-739,85,0.9282494214524821,0.07175057854751787,3336,156
700-739,86,0.9282494214524821,0.07175057854751787,3336,156
700-739,87,0.9282494214524821,0.07175057854751787,3336,156
700-739,88,0.9282494214524821,0.07175057854751787,3336,156
700-739,89,0.9282494214524821,0.07175057854751787,3336,156
700-739,90,0.9282494214524821,0.07175057854751787,3336,156
700-739,91,0.9282494214524821,0.07175057854751787,3336,156
700-739,92,0.9282494214524821,0.07175057854751787,3336,156
700-739,93,0.9282494214524821,0.07175057854751787,3336,156
700-739,94,0.9282494214524821,0.07175057854751787,3336,156
700-739,95,0.9282494214524821,0.07175057854751787,3336,156
700-739,96,0.9282494214524821,0.07175057854751787,3336,156
700-739,97,0.9282494214524821,0.07175057854751787,3336,156
700-739,98,0.9282494214524821,0.07175057854751787,3336,156
700-739,99,0.9282494214524821,0.07175057854751787,3336,156
700-739,100,0.9282494214524821,0.07175057854751787,3336,156
700-739,101,0.9282494214524821,0.07175057854751787,3336,156
700-739,102,0.9282494214524821,0.07175057854751787,3336,156
700-739,103,0.9282494214524821,0.07175057854751787,3336,156
700-739,104,0.9282494214524821,0.07175057854751787,3336,156
700-739,105,0.9282494214524821,0.07175057854751787,3336,156
700-739,106,0.9282494214524821,0.07175057854751787,3336,156
700-739,107,0.9282494214524821,0.07175057854751787,3336,156
700-739,108,0.9282494214524821,0.07175057854751787,3336,156
700-739,109,0.9282494214524821,0.07175057854751787,3336,156
700-739,110,0.9282494214524821,0.07175057854751787,3336,156
700-739,111,0.9282494214524821,0.07175057854751787,3336,156
700-739,112,0.9282494214524821,0.07175057854751787,3336,156
700-739,113,0.9282494214524821,0.07175057854751787,3336,156
700-739,114,0.9282494214524821,0.07175057854751787,3336,156
700-739,115,0.9282494214524821,0.07175057854751787,3336,156
700-739,116,0.9282494214524821,0.07175057854751787,3336,156
700-739,117,0.9282494214524821,0.07175057854751787,3336,156
700-739,118,0.9282494214524821,0.07175057854751787,3336,156
700-739,119,0.9282494214524821,0.07175057854751787,3336,156
700-739,120,0.9282494214524821,0.07175057854751787,3336,156
740-779,0,1.0,0.0,5066,124
740-779,1,1.0,0.0,5066,124
740-779,2,1.0,0.0,5066,124
740-779,3,0.998607242339832,0.001392757660167998,5066,124
740-779,4,0.9980097509702628,0.001990249029737212,5066,124
740-779,5,0.9968090173617161,0.003190982638283879,5066,124
740-779,6,0.9956012519933459,0.004398748006654074,5066,124
740-779,7,0.9945809596670566,0.005419040332943381,5066,124
740-779,8,0.9929325967755434,0.007067403224456648,5066,124
740-779,9,0.9918902572870115,0.008109742712988477,5066,124
740-779,10,0.9901990548022923,0.009800945197707689,5066,124
740-779,11,0.9891271787957956,0.010872821204204408,5066,124
740-779,12,0.9880375916854234,0.011962408314576622,5066,124
740-779,13,0.9862669149978155,0.013733085002184509,5066,124
740-779,14,0.9855950710502677,0.014404928949732332,5066,124
740-779,15,0.9849128409595553,0.015087159040444664,5066,124
740-779,16,0.9849128409595553,0.015087159040444664,5066,124
740-779,17,0.9835081637440206,0.016491836255979386,5066,124
740-779,18,0.9830328093874499,0.016967190612550143,5066,124
740-779,19,0.9827921648808674,0.017207835119132597,5066,124
740-779,20,0.9820618263882644,0.017938173611735553,5066,124
740-779,21,0.9818150151727861,0.018184984827213868,5066,124
740-779,22,0.9808164746030705,0.01918352539692947,5066,124
740-779,23,0.9805639471894235,0.019436052810576476,5066,124
740-779,24,0.9792868386361675,0.0207131613638325,5066,124
740-779,25,0.9787708813976878,0.021229118602312247,5066,124
740-779,26,0.9779857710650158,0.02201422893498417,5066,124
740-779,27,0.9779857710650158,0.02201422893498417,5066,124
740-779,28,0.9779857710650158,0.02201422893498417,5066,124
740-779,29,0.9762947293859406,0.02370527061405936,5066,124
740-779,30,0.9762947293859406,0.02370527061405936,5066,124
740-779,31,0.975400413603297,0.02459958639670301,5066,124
740-779,32,0.975400413603297,0.02459958639670301,5066,124
740-779,33,0.9744512727532123,0.025548727246787695,5066,124
740-779,34,0.9744512727532123,0.025548727246787695,5066,124
740-779,35,0.9741168694338047,0.02588313056619529,5066,124
740-779,36,0.9737689705518645,0.02623102944813549,5066,124
740-779,37,0.9734101757948441,0.026589824205155876,5066,124
740-779,38,0.973043128217244,0.026956871782755965,5066,124
740-779,39,0.9726640697333262,0.027335930266673802,5066,124
740-779,40,0.9726640697333262,0.027335930266673802,5066,124
740-779,41,0.9726640697333262,0.027335930266673802,5066,124
740-779,42,0.9726640697333262,0.027335930266673802,5066,124
740-779,43,0.9726640697333262,0.027335930266673802,5066,124
740-779,44,0.9726640697333262,0.027335930266673802,5066,124
740-779,45,0.9721971162672997,0.027802883732700345,5066,124
740-779,46,0.9721971162672997,0.027802883732700345,5066,124
740-779,47,0.9721971162672997,0.027802883732700345,5066,124
740-779,48,0.9716777802009176,0.02832221979908245,5066,124
740-779,49,0.9716777802009176,0.02832221979908245,5066,124
740-779,50,0.9711154666707087,0.028884533329291306,5066,124
