scenario_name,loans,projected_next_6m_delinquency_flag,projected_next_12m_default_flag,projected_next_12m_prepayment_flag,delta_next_6m_delinquency_flag,relative_next_6m_delinquency_flag,delta_next_12m_default_flag,relative_next_12m_default_flag,delta_next_12m_prepayment_flag,relative_next_12m_prepayment_flag
adverse_credit,1500,0.1968572620637057,0.18163751716081342,0.1637666510846518,0.002599660548377819,0.013382542191908486,0.0002737310948855154,0.0015092930117042158,0.007772577233985417,0.04982610583929059
base,1500,0.1942576015153279,0.1813637860659279,0.15599407385066638,0.0,0.0,0.0,0.0,0.0,0.0
high_prepayment,1500,0.20986803746293375,0.19017753259345044,0.28606542389091333,0.01561043594760586,0.08035945994305971,0.008813746527522537,0.04859705853471019,0.13007135004024695,0.8338223807448266
